,names.1,names.2,names.3,names.4,names.5,names.6,names.7,names.8,names.9,names.10,names.11,names.12,names.13,names.14,scores.1,scores.2,scores.3,scores.4,scores.5,scores.6,scores.7,scores.8,scores.9,scores.10,scores.11,scores.12,scores.13,scores.14
1537,Gprasp1,Virma,Kif13a,Snrpb2,Rnmt,Ncbp2,Oxct1,2310009A05Rik,Slbp,Wipi2,Mtdh,Sod1,Mcts2,Csde1,0.000085953480368665,0.000396142085180959,0.000199976305221613,0.00018715864885141,0.000167088159758594,0.000182025418350622,0.00013712127891031,0.000120621467301165,0.0001102413979469,0.0000649950131682551,0.0000923275988572494,0.0000309150760836521,0.0000226377564351467,0.00000886535666467805
1538,Tshz1,Taf1d,Yae1d1,Fbxl7,Cebpz,Itpa,Pura,Cdc40,Rbm5,M6pr,Mtfr1,Rbfox2,Eif3h,Hdgf,0.0000859319417028071,0.000396132545307565,0.000199913443488519,0.0001871542488244,0.000167080502805464,0.000182000561895246,0.000137119529372306,0.000120545020546946,0.000110239061425007,0.0000649689787428825,0.0000923215625538466,0.0000309081691218666,0.0000226265135542681,0.00000886220810280323
1539,D10Wsu102e,Seh1l,Nkap,Pik3c2a,Atxn2,Acin1,Eif4e,Erh,Rere,Mtch1,Uba3,Ntf3,Arf4,Nelfb,0.0000858396569889764,0.000396023991074321,0.000199853130861516,0.000187136810027006,0.000167064666774608,0.000181979228965468,0.000137088340376213,0.000120502578471325,0.000110219701234234,0.0000649595219004641,0.0000923167026646396,0.0000309047550435983,0.0000226185600104155,0.00000884715303200948
1540,Psmg2,Uba1,Yy1,Ppp2r3c,Igbp1,Gm47283,2610001J05Rik,Smarcd1,Snrpb2,Snap23,Txnrd1,Entr1,Auts2,Sys1,0.0000858182811752024,0.000395817502792601,0.000199844960291137,0.000187083096770025,0.000167051475661509,0.000181964873346883,0.000137087757286989,0.000120495997358233,0.000110150799242245,0.0000649490037035944,0.0000923137571632435,0.0000309040593015546,0.0000226175435415693,0.00000884437858916407
1541,Cdk12,Ufc1,Hdac1,Zhx1,Cops5,Col1a1,Sars,Srp9,Zfp397,Sec14l1,Fkbp4,Dync1li1,Nup88,Ssr2,0.0000857927133161131,0.000395792438853724,0.000199826375581431,0.000186992868658728,0.000167041724913577,0.000181950372792813,0.000137029623317131,0.000120495460660971,0.000110146545491719,0.0000649281531520242,0.0000922623237267063,0.0000308906681310351,0.0000226129862670157,0.00000883757854641801
1542,Trim33,Krtcap2,Pole4,Alkbh1,Arpp19,Rere,Rtca,Psmb2,Ttk,Dcp2,Sema5a,Nudt5,Mta1,Csk,0.0000857869741441726,0.000395790597212109,0.000199739619807556,0.00018698566498419,0.000167033729898063,0.000181918405557979,0.000136996288641083,0.000120462597814583,0.000110102242972677,0.0000649063896225331,0.0000922617066402069,0.0000308477889928483,0.000022595442593415,0.00000883717658581532
1543,Zfp36l2,Polr2c,Fer,Cnot10,Dnajc19,Gpr180,Ap1m1,Ccar2,Synpo,Tet2,Dnaja1,Tpd52l2,Kif13a,Carhsp1,0.0000856870391158916,0.000395773132950859,0.000199659741910192,0.000186900926855462,0.000166974333250973,0.000181892571001004,0.000136994906803084,0.00012045357884432,0.000110067422708859,0.0000648957419428074,0.0000922610019284356,0.0000308391101094164,0.0000225937325381914,0.00000883474126243558
1544,Caml,Ckap5,Lamtor1,Arcn1,Mcmbp,Camta1,Psmd13,Srbd1,Tmbim6,Mpdz,Pbrm1,Xpo5,Zmiz1,Sde2,0.0000856268754970888,0.000395771494659576,0.000199564066604042,0.000186856097561622,0.000166939722253339,0.000181891014649827,0.000136977889760796,0.000120438482116198,0.000110028035768045,0.0000648939573696125,0.0000922596477408484,0.0000308193545622792,0.0000225797789868325,0.00000883122361317931
1545,Znhit1,Map2k4,Samd4,Braf,Ttc28,Usp5,Ghitm,Smndc1,Srp14,Kif2a,Ppp2ca,Gadd45gip1,Tcf7l2,AC149090.1,0.0000856072257395476,0.000395568724214634,0.000199550347328292,0.000186794514665253,0.000166911137095999,0.000181851635381681,0.000136953941173036,0.000120434011827159,0.000110002037465763,0.0000648576738513964,0.000092244628834483,0.000030811885209306,0.0000225756842990572,0.00000882734588068063
1546,Zc3h14,Lias,Vapa,Usp14,Msl1,Mcm5,Uhrf2,Ttc5,Slirp,Bag6,Prelid1,P4hb,Eif2b3,Cldnd1,0.0000855707151204709,0.000395391511342788,0.00019952122175073,0.00018676621210999,0.00016687711880684,0.000181685494601289,0.000136921529734263,0.000120411380770219,0.000109983990765515,0.0000648525047139909,0.0000922278168820526,0.0000308111089645143,0.0000225756446105658,0.00000882284328076882
1547,Rp9,Cdc37l1,Odc1,Ing2,Chd1,Cops2,Snrpc,Nsun6,Spdl1,Sdhc,Mrfap1,Smad1,Nme1,Hint1,0.0000854926717144736,0.000395174968420638,0.000199465542315143,0.000186714217357861,0.000166826177486968,0.000181678624266877,0.000136908838610319,0.000120377400486029,0.000109973788481659,0.0000648407043759157,0.0000921942315005853,0.0000307938476752848,0.0000225754255679368,0.00000882041320633326
1548,Ptpra,Skp2,Nmral1,Dynll2,Gtf2b,Dnajc24,Zfp521,Snrpc,Agpat4,Mbtps1,Nae1,Rab11a,Pnkd,Cyb5a,0.0000853982867243105,0.000395132354554979,0.000199377739470814,0.000186658370752105,0.000166761332204756,0.000181637297631744,0.00013690192263005,0.000120369505911484,0.000109967724831187,0.0000648351440320579,0.0000921928435864144,0.0000307905418604507,0.000022575166844033,0.00000881859663521675
1549,March7,Cenpa,Fdx1,Naa16,Ralgps2,Ccnq,Rufy2,Pdlim7,Clns1a,Sf3a1,Psmc1,Snf8,Lars2,Wdr26,0.0000853808493001625,0.000395004101216613,0.000199366642064861,0.000186631969443582,0.000166738030933742,0.000181632519564382,0.000136884476170377,0.000120325275471198,0.000109964439608215,0.0000648206795378959,0.000092188769008784,0.0000307616296290612,0.0000225732358849707,0.00000881483751784996
1550,Kdelr1,Vps72,Gtf2i,Ctsl,Taf11,Imp3,Tma16,Nipsnap1,Lsm8,Igf2bp2,Creb1,Ak2,1810037I17Rik,Nol7,0.0000853581320437571,0.000394977473393858,0.000199335187081719,0.000186605283612761,0.000166732890434617,0.000181526320932296,0.000136883723321203,0.000120252535117859,0.000109936238429376,0.0000648187942153424,0.0000921863139638508,0.0000307580236562198,0.0000225671395753084,0.00000881446410365463
1551,Ptpn9,Ppp2r2a,Samd1,Suz12,Vapa,Psmc6,Trim37,Ppp2r5d,Ano10,Copa,M6pr,Xrn2,Eif2ak1,Grpel1,0.0000853141920274423,0.000394915008313706,0.000199256049663555,0.000186601359178435,0.000166701061439535,0.00018145065594611,0.000136880492287888,0.000120246225049573,0.000109931780296702,0.0000648068034639496,0.0000921515323499309,0.0000307574649202713,0.0000225594389647791,0.00000880921561040364
1552,Uchl3,Zc3h13,Ptpmt1,Atad3a,Pafah1b3,Krit1,Ndufab1,Rbis,Cwc22,Ywhah,Ubl4a,Zfp9,Sub1,Dkc1,0.0000852790607777629,0.000394606590755225,0.000199150490621917,0.000186587908539642,0.000166694385742828,0.000181430071771276,0.000136840353253415,0.000120128858755385,0.000109927003038299,0.000064774301084591,0.0000921444889640182,0.0000307436870847213,0.0000225544360195795,0.00000880321978729677
1553,Pth1r,Tmem128,Arl5a,Cdc34,Srsf9,Ndufa2,Dcp2,Nubp1,Slc25a36,Ube2r2,Nsf,Otub1,Zdhhc3,Ccar1,0.0000852443568024945,0.000394474225599615,0.00019910168239107,0.000186572057061166,0.000166659427904928,0.000181338772100202,0.000136748534344386,0.000120127616262972,0.000109913489861462,0.0000647577309745649,0.0000921367352455441,0.0000307231217791661,0.0000225528321182774,0.00000880215332075347
1554,Ccz1,Tomm6,Gps1,Cdca3,Tpm3,Dhx15,Msantd3,Tuba1a,Trpc4ap,Rars,Gtf2a1,Eny2,Prep,Hnrnpl,0.000085173622688358,0.000394329704434991,0.000199076985263743,0.000186480864751651,0.000166653922081196,0.000181302236964636,0.000136745406410461,0.000120115411800301,0.000109888849110584,0.0000647140348691427,0.0000921267324047363,0.0000307164493202602,0.0000225333017317975,0.00000880159113291401
1555,Uba1,Cstf3,Prpf8,Atp1b3,Ric1,Dnpep,Zfp36l1,Stk25,Cdk11b,Bach2,Fer,Fam104a,Trmt10c,Asxl2,0.0000850746746007276,0.000394207642383565,0.000198810234794599,0.000186420401526973,0.000166642552846448,0.000181244833640268,0.000136676490779216,0.000120061441451838,0.00010988834410337,0.0000646751049757205,0.000092121797466779,0.0000307027943899537,0.0000225255014651607,0.00000880085912857695
1556,Tomm70a,Dtd1,Dhx8,Zfp608,Nsd1,Ndufa6,Ift52,Wdr36,Ddx46,Adh5,Msantd4,Acd,Rpp38,Mcm4,0.0000850484310306071,0.000394154881844335,0.00019875402076212,0.00018640945944919,0.000166615220429784,0.00018123815834435,0.000136667840242666,0.000120059494353978,0.000109787955812154,0.0000646592577535946,0.0000920854731136658,0.0000307000226703561,0.0000225213942947444,0.00000878988141848085
1557,1810058I24Rik,Naa10,Tfg,Prdm2,N4bp2l2,Nup160,Nsd3,Eif4b,Lsm6,Bex1,B3glct,Ppan,Dazap1,Ndufb4,0.0000850249074970807,0.000393926530596749,0.000198724038622402,0.000186341375266315,0.0001665917348762,0.000181199436523329,0.00013655693761914,0.000120056221080047,0.00010974956432509,0.0000646469977987796,0.0000920392363129215,0.0000306908375460757,0.0000225206261707889,0.0000087816636118251
1558,Commd1,Prpf18,Prpf19,Rbck1,Mcm4,Med30,Rnaseh2c,Ptprf,Snrnp27,Mff,Acin1,Upf3b,Tbrg1,Ndufs7,0.0000849798774189731,0.000393888030240409,0.000198710672664261,0.000186251890021638,0.000166589884782346,0.000181132836856366,0.000136518571766499,0.000120047634777635,0.000109721135744597,0.0000646425859869871,0.0000920206326490426,0.0000306903301105066,0.0000225168291538594,0.00000877986478082314
1559,4833420G17Rik,Nom1,Tmem126a,Flna,Inka1,Arid1a,Stx17,Nup153,Edf1,Tm2d3,Neo1,Vgll4,Gpi1,Med25,0.0000849791753119678,0.000393779361636048,0.000198624908546352,0.000186214414128384,0.000166578011426145,0.000181131284255935,0.000136458101311411,0.000120023531217113,0.000109713033815232,0.0000645885373709519,0.0000920185715552026,0.0000306820780091969,0.0000225162760680172,0.00000877705508234818
1560,Jund,Ndufa1,Sar1b,Ddx54,Chd2,Cfl2,Igfbp4,Hpf1,Zmynd11,Chd7,Sarnp,Wdr18,Txn1,Dnajb14,0.0000849281548763266,0.000393715668520491,0.000198616279784498,0.000186074915518052,0.000166489731890611,0.000181063618199974,0.000136445941906475,0.000119964246446557,0.000109702839862141,0.0000645603967230111,0.0000920173492587152,0.0000306785951244556,0.0000225045613540979,0.00000877574878736923
1561,Pcmt1,Ddx46,Rheb,Slc25a36,Stoml2,Tnks2,Gpx1,Cdc7,Crnkl1,Ypel1,Cwf19l2,Eif3f,Sf3a3,Rbfa,0.0000849180632088269,0.000393695216781662,0.000198611764164447,0.000186071158118611,0.00016648471783134,0.000180976075251443,0.00013644555236666,0.000119950628353792,0.000109665393279119,0.0000645549540194873,0.0000919987915965958,0.0000306655331308215,0.0000225033339863191,0.00000877222257356875
1562,Clspn,Nop14,Cox17,Spin1,Rere,Eny2,Ckap2l,Rbm27,Sf3b5,Hist1h2bn,Dalrd3,Tada2a,Mat2a,Gpaa1,0.000084796013833875,0.00039356445793569,0.000198420247738375,0.000186049221897656,0.000166438735419348,0.000180967560527171,0.000136433943646634,0.000119792746819449,0.000109559347060784,0.000064545988090686,0.000091987671982378,0.0000306548624826019,0.0000225023100033103,0.00000876654944729448
1563,Mark3,Decr1,Ccs,Usp7,Dnajc2,Txnl1,Snapc1,Map1lc3b,Add3,Cxadr,Wdr12,Pde6d,Wdr26,Pbrm1,0.0000847779261333529,0.000393545179215408,0.000198418853341344,0.00018601576599206,0.000166388223326993,0.000180942698117545,0.000136428852082473,0.000119743107905096,0.000109557116163258,0.0000645202080776492,0.0000919271829644236,0.0000306422002831577,0.0000224898416949118,0.00000875581363304464
1564,Ppp4r3b,Yy1,Aarsd1,Rac1,Tomm22,P4hb,Tsg101,Utp3,Nol7,Rnf8,Idh2,Eif6,Fyttd1,Eif3b,0.0000846228162304076,0.000393496788440086,0.000198326353146813,0.000185976529048465,0.000166332891493721,0.000180865074608128,0.000136364327024433,0.000119733411932308,0.000109540531337348,0.0000644894139993829,0.0000919169084881001,0.0000306419268638141,0.0000224798466758112,0.00000875300411861384
1565,Larp4b,R3hcc1l,E2f3,Got2,Polr1d,Rsrc2,Lias,Vps35,Rcn1,Gps2,Vps4a,Ppp2r1b,Clpp,Adipor2,0.0000845924329145398,0.000393493986297306,0.000198284370653604,0.00018595624862124,0.000166331649326748,0.000180781001715428,0.000136302395856648,0.000119712949510263,0.000109532283317189,0.0000644877796018476,0.0000918996444716972,0.0000306414860522996,0.000022475399251196,0.000008742784749555
1566,Ubqln2,Apool,Cyth1,Dbi,Wwc2,Ciapin1,Rnf144a,Krit1,C1d,Nop53,Ppp1r7,Vrk1,Ube2e2,Rab14,0.0000845042881820664,0.000393347330252632,0.000198262605527971,0.00018589286793318,0.00016622174004164,0.000180738722024901,0.000136267496661496,0.000119704222619068,0.000109513830021733,0.000064476924492205,0.0000918800053451557,0.0000306383793856249,0.0000224728665357261,0.00000873936143240526
1567,Zfp131,Dnajc19,Tab2,Ddx23,Sh3pxd2a,Ndufb8,Ncoa5,Kdelr1,Enah,Aplp2,Clip1,Slbp,Tlk2,Adipor1,0.0000844386136365397,0.000393260173803712,0.000198262513512399,0.000185855280877195,0.000166219739869423,0.000180602810555573,0.00013626071205041,0.000119683956395462,0.000109508746785273,0.0000644512855474297,0.0000918787157727593,0.0000306364984083277,0.0000224700363032987,0.00000873851393653314
1568,Psmc2,Ddx47,Tmed2,Ncaph,Canx,Anapc15,Ywhah,Selenoi,Strap,Birc6,Gid8,Laptm4a,Tln1,Zwint,0.0000844265516672749,0.000393181968180094,0.000198232871029108,0.000185785744761746,0.000166215331166659,0.00018048591968066,0.000136176237536526,0.000119683578748916,0.000109487792777934,0.0000644273000000833,0.0000918781740968683,0.0000306347959942347,0.0000224652876955123,0.00000873476754745594
1569,Golim4,Rock1,Irf2,Scp2,Tyms,Myo9a,Dctpp1,Bola1,Eif3m,Ube2d3,Ppp1r14b,Sox4,Ubtf,Ppp2ca,0.000084425401719651,0.000393127975039073,0.000198036873768946,0.00018567327687631,0.000166181691617126,0.000180440641676416,0.000136175515208315,0.000119648291199732,0.000109480993165571,0.0000644097405157815,0.0000918700291412525,0.0000306279799690351,0.0000224583847408614,0.00000872876395081858
1570,Klhl24,Cbx2,Nae1,Tor1a,P4ha1,Dab2ip,Zmynd19,Agpat5,Sdc3,Pex3,Col3a1,Pgrmc1,Ap1ar,Pms2,0.0000843047341249688,0.000393111489746085,0.00019803512488625,0.000185659670784468,0.000166174770853765,0.000180305761707723,0.000136173289614645,0.000119610375205345,0.000109448465592828,0.0000643944283510591,0.000091847442029735,0.0000306248701231933,0.000022454766770924,0.00000872874092716769
1571,Nckap1,Rnf219,Ccdc12,Pde7a,Gt(ROSA)26Sor,Urod,Coq7,Vdac1,Ufl1,Zfp950,Tceal5,Eif4a2,Impad1,Lsm2,0.0000843042053441917,0.00039298235451162,0.00019796345005733,0.000185591952011881,0.000166144834864675,0.000180243931880431,0.000136166483235695,0.000119549704570121,0.000109447812027478,0.0000643686522886921,0.0000918391942962071,0.0000306235490182378,0.0000224419642233578,0.00000871737064000343
1572,Ier3ip1,Spats2,Rpn1,Ppid,Col5a2,Prc1,Got2,Dse,Brd4,Sgo1,Fam222b,Zmiz2,Fem1b,Ppp2r3c,0.000084275495818572,0.000392953214862022,0.000197938685321552,0.000185585574207482,0.000166140527732204,0.000180190667628934,0.000136134781757272,0.000119527867293586,0.000109446957782529,0.0000643668758099808,0.0000917506333306622,0.0000306099273804331,0.0000224386367173278,0.00000871250310306503
1573,Smu1,Polr2g,Rab12,Ccz1,Tbc1d20,Cep57,Nkd1,Cpsf2,March7,Igf2bp1,Cenpn,Armc10,Tsen34,Ccdc59,0.0000842598254562897,0.000392946309812656,0.000197931737305123,0.000185573757084745,0.000166134290302459,0.000180189477780171,0.000136122774946238,0.000119516025830645,0.000109422360590094,0.0000643630339065332,0.000091730045870012,0.0000306079397886152,0.0000224293503631103,0.00000870726448101062
1574,Smap1,Lztfl1,Efemp2,Uhrf1,Zfp740,2700062C07Rik,Ubn2,Ubr1,Sumo3,Rapgef6,S100pbp,Rock1,Fkbp4,Ppp1r21,0.0000841918606532939,0.000392891096635546,0.000197916633124535,0.00018547158292125,0.00016610571280173,0.000180048973691518,0.000136097108934058,0.000119509400536659,0.000109411000021997,0.0000642827213944512,0.0000917220778901289,0.0000306057964433922,0.000022427291441995,0.00000870640006767411
1575,Bnip3l,Tnpo3,Selenos,Magi1,Gpx1,Pabpc4,Arih1,Kras,Atp6v1g1,1500011B03Rik,Zfp207,Ppp1r7,Dtl,Micu1,0.0000841898840303598,0.000392845642058522,0.000197870757265677,0.000185437201873541,0.000165948732934789,0.000180016401597895,0.00013608667898053,0.000119502920890133,0.000109407431750842,0.0000642815503938509,0.0000917036377388607,0.0000305926499063851,0.0000224271368530626,0.00000870558057521581
1576,Suclg1,Eif4g3,Cttn,Ltn1,Nolc1,Blmh,Cit,Herc1,Josd2,Tead1,Ctbp1,Rhno1,Rbmx2,Atp5j,0.0000841826903332956,0.000392636957521977,0.000197867727909813,0.000185369921831486,0.000165939179202052,0.000179993666607209,0.000136039348771435,0.0001194975340917,0.000109369782690518,0.0000642719105479059,0.0000916977919657427,0.0000305862708277468,0.0000224004068015551,0.00000869995226817807
1577,Ednra,Clasp1,Tent2,Usp34,Fkbp8,1110008P14Rik,Lsg1,Taz,Commd1,Farp1,Cwc15,Eid2,Wasf2,Ubqln1,0.0000841826814633202,0.000392571134471157,0.000197773494158342,0.000185283122946571,0.000165915212479523,0.000179975053820096,0.000136002369832435,0.000119489264435683,0.000109361157275395,0.0000642437840040613,0.0000916891881767287,0.0000305796031659423,0.0000223983631169249,0.00000869692187752373
1578,Hdac1,Trip11,Mki67,Larp4b,Cep162,Prkar1a,Lrba,Ice1,Ash2l,Glrx3,Rbm28,Psmb4,Irak1bp1,Mapk1,0.000084171825821038,0.000392527046200069,0.000197762006729588,0.000185227561172921,0.000165871110442867,0.000179960355708542,0.000135926419661191,0.000119442078751407,0.000109295457890402,0.0000642404500877076,0.0000916560559718933,0.0000305745057684868,0.0000223958613125543,0.00000869374556187771
1579,Wdr26,Rbm6,Sap30,Tceal8,Luc7l,Saal1,Mpc1,Trnt1,Srcap,Kifap3,Ctnnal1,Otud6b,Slk,Ranbp1,0.0000841420348799585,0.000392457013506,0.000197755235256636,0.000185223462289627,0.000165818748138287,0.000179918617943777,0.000135911511569042,0.000119441048994369,0.000109275809754843,0.0000642135625398349,0.0000916272288967825,0.0000305647240803959,0.0000223937107338483,0.0000086897020255601
1580,Cenpk,Chd2,Nfe2l1,Tgif2,Cop1,Smim10l1,Zmiz1,Erg28,Pbx1,Sept6,Emc6,Dph5,Epm2aip1,Prkcsh,0.0000841010364266698,0.000392426694564109,0.000197753507108809,0.000185124388135946,0.000165787633737939,0.00017980216740578,0.000135897770624628,0.000119370018686765,0.000109248086982603,0.0000642099718698818,0.0000916214598573893,0.0000305399566824263,0.0000223818358416311,0.00000868183132354854
1581,Galk1,Mphosph8,Dixdc1,Ccdc124,Dazap1,Rpe,Hpf1,Tmem176b,Sdf4,Tmed7,Tmem234,Sf3b2,Utp6,Srsf5,0.0000840920128030323,0.000392399916415309,0.000197710507537346,0.000185112494506512,0.000165675237849267,0.000179656088681702,0.00013587930431678,0.000119311653228846,0.000109234255505448,0.0000641795569396331,0.0000916181927532595,0.0000305377599744927,0.000022371489623933,0.00000867388542917258
1582,Psme1,Nsd2,Mcl1,Jpt2,Gm10762,Mier1,Cfap97,Hnrnpul1,0610010K14Rik,Eapp,Ciapin1,Babam1,Atp6v1e1,Trip11,0.0000840574654153754,0.000392358165742637,0.00019770481267622,0.000185040471264052,0.000165633543532998,0.000179626448219299,0.000135876811671689,0.000119264386512588,0.000109194242921187,0.0000641614259802727,0.0000915993541319999,0.0000305204200091485,0.0000223653082671863,0.00000866767109226499
1583,Nipa2,Map1lc3a,Limd2,Nsmaf,Mrs2,Wtap,Mettl23,Cenpp,Fbln2,Ino80d,Ubac2,Fbln2,Wasl,Srrm1,0.0000839966707956533,0.000392320664705857,0.000197661767923347,0.000185039534569603,0.000165608363901594,0.000179605479397741,0.000135769173577949,0.000119262108763362,0.000109132788020719,0.0000640877911876762,0.0000915274870262361,0.0000305015620050603,0.0000223287913472065,0.00000865548776094151
1584,Rbm6,Tor1aip1,Taf11,Psmd12,Prpf6,Ddx52,Tia1,Cfl2,Nckap1,Elk3,Gtf3c2,Fam149b,Tcf4,Lnpep,0.0000839616907101334,0.000392198080943207,0.000197621554870871,0.000184957091522755,0.000165508242835144,0.000179584932198395,0.000135733861165258,0.000119257374925114,0.000109126947504112,0.0000640763056046085,0.0000915247795685335,0.0000304737233231935,0.0000223278339080556,0.00000864991823651686
1585,Mapk8,Tomm70a,Snhg1,Ccdc137,Cttn,Tmed10,Zfp1,Gxylt1,Jund,Sparc,Eif3e,Zranb2,Mphosph8,Ccdc186,0.0000839567876734771,0.000392155210580084,0.000197564862335569,0.000184941539658023,0.000165502619892794,0.000179556233464402,0.000135661747905361,0.000119202755875397,0.000109120685708615,0.000064057631618656,0.0000915074579087733,0.0000304659197930566,0.0000223216371248859,0.00000864963136527121
1586,Kmt5a,Gtf2e2,Dpm1,Trir,Brd1,Sptssa,Mkrn2,Nkap,Ing4,Ldb2,Dph6,Tra2a,Dpf2,Thoc7,0.0000839260350063863,0.000392043854315495,0.000197508126916501,0.000184897901108882,0.000165499216305592,0.000179553621700561,0.000135652564789813,0.00011918824597133,0.000109118532298062,0.0000640307375166029,0.0000915006801325442,0.0000304609167845279,0.0000223144272947018,0.0000086455596974661
1587,Tmx3,Mki67,Cby1,Mbnl2,Setd5,Dnaja1,Emg1,Smim10l1,Hdac1,1110038B12Rik,Tor1aip1,Lars,Tfg,Btg1,0.0000839196617290041,0.000391987203260525,0.00019750768647696,0.000184880051674851,0.000165452595143552,0.00017954088030786,0.00013564485299993,0.000119146965681092,0.000109103310483626,0.0000640277127044824,0.0000914391944103815,0.0000304591121040553,0.0000223118379511912,0.00000863908285435691
1588,Supt4a,Dnajc15,Pds5a,Rab8a,Ccz1,Otulin,Ndufb2,Pet100,Hook3,Thoc2,Tbca,Dohh,Vta1,Ndufb2,0.0000838745111265031,0.000391984238282588,0.000197489856958861,0.000184875782892636,0.00016539350237862,0.000179527296273507,0.000135629632347727,0.000119140256316103,0.000109085737575107,0.0000640232881113767,0.0000913922236937852,0.000030438640855395,0.0000223114575887783,0.00000863816834432586
1589,Ccdc127,Cul5,Zcchc17,Rpn1,Fam216a,Prorsd1,Ankrd26,Zbtb8os,Krit1,Rybp,2310011J03Rik,Man1a2,Gtf2i,Ddx10,0.0000838594804503859,0.000391868529300145,0.000197485225146996,0.000184874461369034,0.000165305866628888,0.000179476966105403,0.000135623683080668,0.000119126415107009,0.000109082314610687,0.0000640157456448864,0.0000913738494415012,0.000030435959861503,0.0000223093281990989,0.00000863149418747489
1590,Eftud2,Ube2n,Mme,Aspm,Copb1,Cetn3,Msh6,Trmt2a,Cenpw,Mab21l2,Orc2,Plppr3,Cdc5l,Ccdc86,0.0000837794200127409,0.000391864162413149,0.000197476090555448,0.000184762385834538,0.000165294086760432,0.000179472205592979,0.000135615427401941,0.000119121007168344,0.000109077201608264,0.0000640023531136124,0.000091353733602039,0.0000304244473378514,0.0000223054027125258,0.00000862731365586009
1591,Arl3,Zup1,Papola,Igbp1,Ctdsp2,Cope,Exoc5,Polr3k,B230118H07Rik,Trp53,Cnot8,Actn4,Ube2e1,Ap2m1,0.0000837784527378185,0.000391592674749516,0.000197410772241115,0.00018475732097355,0.000165284430843544,0.000179423095486259,0.000135607534142616,0.000119096306553517,0.00010907255191052,0.0000639953996171682,0.0000913473324753606,0.0000304198603839481,0.0000223051848185661,0.00000862456342659714
1592,Trio,Spop,Rif1,Nxf1,Pdia4,Ipo5,Ehmt1,Atp1b3,Sept2,Rnf111,Zcchc7,Pop5,Sestd1,Hadha,0.0000837514714981928,0.000391459941292892,0.000197367979991015,0.000184741075746647,0.000165276393926393,0.000179411120030233,0.000135584201034499,0.000119080560254214,0.000109054454755464,0.0000639934462099552,0.0000913218438055812,0.0000304116358542492,0.0000222878544847867,0.00000862130124648428
1593,Gcsh,Zfp771,Psmg1,Rev1,Cetn2,Isca2,Cops6,Mms22l,Tomm34,Gpx8,Lsm4,Rbbp4,0610012G03Rik,Azi2,0.0000837385628852155,0.000391356779693212,0.000197283067183113,0.000184701464189006,0.000165242685989215,0.000179359559760712,0.000135565671145973,0.000119029906997578,0.000108935335085054,0.000063992870239703,0.0000912594865324521,0.0000304091202052841,0.0000222862232097899,0.00000861416898325101
1594,Chek1,Ccdc59,Bad,Tfdp1,Atat1,Fam168a,Dynll2,Zfp266,Zfas1,Tasor,Gtf2i,Timm44,Sumo3,Emc3,0.0000837378200545904,0.000391334909120487,0.000197219340735959,0.000184665598256623,0.000165233707527019,0.000179353958627954,0.000135514609658184,0.000118984246643616,0.000108932268804557,0.0000639624688883503,0.0000912585830637121,0.0000304051412285351,0.0000222847430159187,0.00000861223750026413
1595,Ahsa2,Ifitm2,Phf20,4921524J17Rik,Zfp422,Chd9,Gm16286,Gmcl1,Zmym5,Braf,Uvssa,Krr1,Ndufb5,Psap,0.0000836493010642442,0.000391324220027356,0.000197149476116691,0.000184596852377583,0.000165184971958635,0.000179339275237005,0.000135512573277436,0.000118946763533271,0.000108885808071971,0.0000639557734860671,0.0000912217582084864,0.000030403451390235,0.0000222801100522964,0.00000861090358961403
1596,Med4,Anp32e,Inip,Atf1,Map2k6,Golga4,Fbl,Riok2,Mettl26,Bod1l,Srek1ip1,Rrm1,Nudt21,Sntb2,0.000083582132718201,0.000391223581549247,0.000197147678834212,0.000184517444233374,0.000165183287861579,0.000179257240294018,0.000135510930679621,0.000118944592973462,0.000108883628758852,0.0000639456395071966,0.0000912133520943406,0.0000303966429221478,0.0000222763675641487,0.00000860982346696319
1597,Rnf20,Creb3l2,Igf2bp1,Btbd9,Ddx47,Nup107,Abcd3,M6pr,Txnl1,Zcchc8,Vegfa,Rnf10,Polr2f,Ndufa11,0.0000835439982611416,0.00039116542197994,0.000197105667791184,0.000184485749493776,0.000165182249683292,0.00017920559049079,0.000135474674819164,0.000118921383112321,0.000108839824470665,0.0000639272305261051,0.0000911428734869699,0.0000303790503269149,0.0000222652643944335,0.00000860718972170435
1598,Snhg3,Abce1,Rock2,Trmt10c,Rab1a,Prpf31,Cenpw,Rpa2,Ergic3,Ccdc88a,Mllt10,Nol7,Enoph1,Vps37a,0.0000835214961340188,0.000391148490608725,0.000197054485116724,0.000184469723283096,0.000165181089674021,0.000179170740202728,0.000135469236299197,0.000118900820565387,0.000108821180168342,0.000063923416167485,0.0000911379794804257,0.0000303635268946437,0.0000222601887626772,0.00000860630561021951
1599,Cul5,Pin4,Vps35,Ptprs,Ubac1,Psmd4,Mbnl1,Ppid,Uqcc3,Bola3,Galk1,Gna13,Cep170,Zcrb1,0.0000833492308561366,0.000390886507822024,0.000197008788427606,0.000184413881571335,0.000165178447465192,0.000179072472627903,0.000135457262639071,0.000118879916125647,0.000108817215047952,0.0000638631600178768,0.0000911374312934358,0.0000303601712854174,0.0000222519689066281,0.00000859422614325248
