,names.1,names.2,names.3,names.4,names.5,names.6,names.7,names.8,names.9,names.10,names.11,names.12,names.13,names.14,scores.1,scores.2,scores.3,scores.4,scores.5,scores.6,scores.7,scores.8,scores.9,scores.10,scores.11,scores.12,scores.13,scores.14
410,Ddx24,Sf3b2,Thoc7,Ddx39b,Pgrmc1,Sub1,Csde1,Gcc2,Usp3,Hltf,Son,Serpinh1,Pa2g4,Ankrd50,0.000373748801777908,0.00055586657216895,0.000278812398955017,0.000269774545316465,0.000235345233687481,0.000260929022080013,0.000191565319879304,0.000164441939646778,0.000150670717470694,0.0000931378807402311,0.00012326703889425,0.0000462075683240401,0.0000368336928642048,0.0000337660694662788
411,Gnai2,Btg1,Uqcr10,Cenpc1,Laptm4b,H1f0,Snrpd1,Txndc17,Numa1,Dnajb6,Rpa3,Pde4d,Eif3j1,Klf3,0.000373713222521753,0.000554875271953396,0.000278803390279067,0.000269228334087292,0.000235252382526139,0.000259875143641876,0.000191523405734517,0.00016442549889918,0.000150647226692918,0.0000930756575575059,0.000123257599108731,0.0000461748061400923,0.0000368075105408014,0.0000336764880597252
412,Ddx46,Smc5,Loxl2,Shcbp1,Col1a2,Eif3j1,Strbp,Wwp2,Ccdc127,Pnn,Col1a1,Usp1,Nifk,S100a11,0.000372920927369806,0.000554551956433696,0.000278719476013039,0.00026895154260049,0.000235229489563777,0.000259295036555409,0.000191510006899146,0.000164301328079705,0.000150645487404805,0.0000930376142703112,0.000123181624495664,0.0000461683006806637,0.0000367070910222125,0.0000336075727804999
413,Zmat2,Map1b,Atp6v1e1,Ran,Arhgap42,Lsm4,Dlx6,Spg20,Ubxn1,Gas5,Bclaf1,Ccdc59,Atp5e,Magi3,0.000372869240946779,0.000554342103033345,0.000278694660315455,0.000268809698996682,0.000235123357767698,0.000259188796667795,0.000191459027320571,0.000164132252011909,0.000150430454828289,0.0000930052486098822,0.000123143559694701,0.0000461595969366811,0.0000366732225416699,0.0000334102231396567
414,Myef2,Cox7b,Cdc42,Rybp,Knop1,Snrpa1,Snrpd3,Dlx5,Aimp1,Cdc37,Tomm6,Csnk2b,Ndfip1,Wbp2,0.000372680553388708,0.000554184064601871,0.000278271903998717,0.000268777217620682,0.000234818271134202,0.000259060616079528,0.000191453766899503,0.000163908582635741,0.000150414730159323,0.0000929448442772819,0.000123143255700968,0.000046124660485416,0.0000366714497123725,0.0000333958326903173
415,Rtn4,Psmc3,Rbpms,Smarcb1,Cct8,Prdx2,Cdca8,Eloc,Tmpo,Sesn3,Snrpf,Tpm4,Dusp11,Col5a2,0.000371867681946104,0.00055398758116613,0.000278153383720226,0.000268646886011153,0.000234565767535295,0.000258618361842768,0.000191262862481335,0.000163817473224577,0.000150395648746339,0.0000928839664710882,0.00012314000938862,0.0000461014036273536,0.0000366047386688269,0.0000331510035910112
416,Psmb6,Srrm2,Pomp,Abi2,Ext1,Cct7,Sugt1,Elovl6,Eif3l,Psma3,Nipsnap1,Surf2,Tnpo1,Arhgef1,0.000371089832895672,0.000553698094195915,0.000278081443612548,0.000268545262976173,0.000234432599397406,0.000258351898259915,0.000191163267401843,0.000163748441430549,0.000150328031123879,0.0000928523370726894,0.000123005828403817,0.0000460973115992013,0.0000366019712843162,0.0000330429386219807
417,Zfp266,Ssb,Hddc2,Odc1,Gnai2,Nop56,Anp32b,Bcap29,Ost4,Prpf40a,Ercc6l,Wdr43,Eea1,Cgnl1,0.000370671271932782,0.000553671040216966,0.000277921091578496,0.000268219011329396,0.000234365446904081,0.000258168212813765,0.000191110581947012,0.000163746144145003,0.000150267129493087,0.0000927873482669813,0.000122905317697655,0.0000460801497762743,0.0000365679639116128,0.0000327982469348417
418,Polr2k,Rbbp7,Sfr1,Mcl1,Pcdh7,H2afy2,Nde1,Cox6b1,Scaf11,Xrn2,Adnp,Pdia6,Cd3eap,Ssr4,0.00037012226875886,0.00055364720186203,0.000277820732031344,0.000268204204434827,0.000234327129448705,0.000257525641604071,0.000191103134383399,0.000163719054825321,0.000150252961997767,0.0000927687482448753,0.000122822064875246,0.0000460620446129528,0.0000365585376665438,0.0000326230462627651
419,Ppp1ca,Trim44,Ndufa6,G3bp1,Hnrnpd,Pcnp,Pbrm1,Ndufa3,Apex1,Psme1,Mybl2,Paics,Stk39,Snx3,0.000369911843924257,0.000553562847967005,0.000277648001754504,0.000268101670354416,0.000234112838198556,0.000257397865383251,0.000191086337847742,0.000163677645229314,0.00015021742783152,0.0000927150398102174,0.000122800536695692,0.0000460329584261916,0.0000365543945771369,0.0000325791083336383
420,Ubxn1,Smdt1,Hnrnpm,Eif5a,Nsa2,Trip13,Ndufa7,Zcrb1,Coa3,Sf3b1,Micos13,Dusp9,Cxcl14,Slc25a5,0.000368661044847295,0.000553498401249366,0.000277627174922926,0.00026805554076622,0.000234060378514282,0.000256948078838783,0.000191039190111637,0.000163618187531008,0.000150190614920561,0.0000926301674719081,0.000122744488056351,0.0000459783994573841,0.0000365345593232377,0.0000325508802303108
421,Tecr,Gnai2,Prmt1,Kif11,Cenph,Tmem131l,Eif3a,Eif3e,Nudc,Srsf10,Cep78,Maco1,Uqcr11,Flnb,0.000368223278912233,0.00055330626666887,0.000277526087465729,0.000268029347073839,0.000234031968828196,0.000256784559036817,0.000191014749115539,0.000163591303698259,0.00014999175471337,0.0000926025145681513,0.000122709761450264,0.0000458604057650184,0.0000364928334370934,0.0000324561475436251
422,Cdc37,Ik,Ilf2,Smc2,Atp5g2,Bin1,Anp32a,Dtymk,Ncor1,Nolc1,Kin,Pdia3,Atp5g2,Ilk,0.000367652919575862,0.000552982621071665,0.000277422651176601,0.000267902135668111,0.000233762430430362,0.000256695189852415,0.000190796383078851,0.00016355410992563,0.00014992379493047,0.0000925525680220899,0.000122703590654854,0.0000458140716054195,0.0000364707001861333,0.0000324292869648524
423,Pnisr,Bcl9,Hsbp1,Ckap2,Ssb,Mad2l1,Cct5,Ints6l,Akirin2,Haus8,Sgo2a,Ywhaq,Nsun2,Tnfrsf1a,0.00036733110487716,0.000552923495269441,0.00027741022199349,0.000267533453296546,0.000233695337939875,0.00025666249404136,0.000190737886801719,0.000163391162266696,0.000149743217487647,0.000092476341975039,0.000122690200205823,0.0000457963853999197,0.0000364605139787714,0.000032422835207551
424,Eif1ax,Rnf11,Cct7,Prdx2,Clk1,Hpf1,Atp5md,Pfdn5,Epha4,Basp1,Rbm39,Cfap36,Dlst,Gna12,0.000366732313196368,0.00055285507806896,0.000277277317068438,0.000267355597163202,0.00023355533428735,0.00025654289970102,0.000190728330908181,0.000163378806418357,0.000149728480246268,0.0000924604338489892,0.000122643323407457,0.0000457807288358135,0.0000364422313548749,0.0000323567560743129
425,Mrfap1,Eci2,Zfp326,Tnrc6b,Rrm2,Tk1,Bcas2,Ylpm1,Pclaf,Plekhg2,Snhg8,Actr6,Tomm22,Qk,0.000364591156440487,0.000552588482025414,0.000277261054044172,0.000266974272325448,0.000233347461048355,0.000256500115315437,0.000190538420854131,0.000163376901078441,0.000149723709375435,0.0000924488881741918,0.000122612675493867,0.0000456875642818068,0.0000364366320485723,0.0000323137466583345
426,Meis2,Tsc22d4,Srsf2,Rbm3,Hnrnph3,Dimt1,Slbp,Psmb1,Bcl11b,Dhx15,Znrd2,Dynll1,Atad3a,Daam1,0.000364139237013958,0.000552206928492735,0.000277233760584654,0.000266645832162799,0.000233334426815854,0.000256350251083584,0.000190484471384126,0.000163336613170028,0.000149675391332835,0.0000924386797211413,0.000122612632818195,0.0000456805271139178,0.0000364062391573846,0.0000322696670115552
427,Parp1,Thoc7,Ik,Sbno1,Csde1,Taf1d,Psmc3ip,Slc25a3,Eif3c,Eif4a1,Atp5mpl,Vps13a,Smyd5,Srgap2,0.000363576718949993,0.000551868798818774,0.000277227896235082,0.000266644737952481,0.00023317431933757,0.000256164993817537,0.000190323928881205,0.000163303027635123,0.000149632152337744,0.000092373779033639,0.000122604767562493,0.0000456434586318907,0.0000363473601581426,0.0000322422686726661
428,Hdac2,Spcs1,Sgce,Cdk5rap2,Reep5,Sp3os,Pdgfra,Maged1,Ruvbl1,Gm10076,Rrm2,Eef1d,Cacybp,Lasp1,0.000362944524206391,0.000551798189261594,0.000277152211479911,0.000266280373039652,0.000233170904551896,0.000255972167184296,0.000190284757577752,0.000163197607571035,0.000149628228981735,0.0000923687370559488,0.000122552373678653,0.0000456420414270091,0.0000363271069991508,0.0000321831889509929
429,2810004N23Rik,Gtf2i,Paip2,Phykpl,Jund,Lsm3,1810058I24Rik,Gnl3,Atf7ip,AC149090.1,Lsm6,Fermt2,Nufip1,Twf2,0.000362765939687983,0.000550201270359413,0.000276900488413563,0.000266068079800842,0.000233098818143006,0.000255887779241518,0.00019024246887551,0.000163012379702951,0.000149612802278678,0.0000923542288000887,0.000122375196114952,0.0000456410437913409,0.0000363163410680994,0.000032115955777592
430,Psmb5,Pwwp3a,Arf4,Eny2,Zfp426,Rbis,Zc3h13,Atp5l,Supt5,Tnrc6a,Ndufv3,Tbca,Ate1,Arf6,0.000362439257743848,0.000550160034193144,0.000276832065518081,0.000265900973287116,0.000233076534776958,0.000255536352616141,0.000190132123139551,0.000162974883825179,0.000149484547151798,0.0000923540448495603,0.000122304023978976,0.0000456243594535943,0.0000363086112890734,0.0000320713324732388
431,Mcm7,Ndufa3,Knop1,Luzp1,Tcf12,Rexo2,Klf6,Apex1,Zmym4,Smarcd1,Dlx5,Polr1d,Hnrnpf,Arpc2,0.000362366412745815,0.000549771226542183,0.00027675465876718,0.000265873482586243,0.000233055433375903,0.000255423095168608,0.000190084415752217,0.000162859127577181,0.000149300747127059,0.0000923180585845406,0.000122152795377005,0.0000456148084488712,0.0000362553774058558,0.0000320111358476874
432,Pcna,Eny2,Calm2,Phldb2,Cdc42ep5,Tomm6,Odc1,Ndufb9,Igf1r,Supt5,Cox7b,Hint1,Bms1,Rpe,0.000362258915882257,0.000549651165478112,0.000276753131980698,0.000265871867827329,0.000232984194404817,0.000255331227956254,0.000190030857780083,0.000162847368703494,0.000149294901902695,0.0000922436886557915,0.000122122192309502,0.0000456051277519955,0.0000362232217070377,0.0000319820993567978
433,Hist1h2ae,Ube3a,Coa3,Fam133b,Eif3c,Cdc34,Atp5k,Dnajc8,Rbm25,Eif2s2,Cdv3,Srsf7,Med14,Fkbp10,0.000361385707652937,0.000549603391861059,0.000276751230677091,0.000265854834765618,0.000232691799776172,0.00025531981024209,0.000190026719262831,0.00016280593825445,0.000149205751118524,0.0000922178865141644,0.000122036710478108,0.0000455977116803134,0.0000362219067732086,0.0000319527661563682
434,Polr2m,Prdx2,Mtx2,Ctdsp2,Pbrm1,Gspt1,Rad23b,Ncor1,Ppp1r14b,Uqcr10,Luc7l,Prdx2,Heatr3,Slc43a3,0.00036126966239356,0.000549397424834226,0.000276687149175257,0.000265712651633931,0.000232479331449831,0.000255238312391103,0.000190011848413723,0.000162590201642292,0.000149164515101437,0.0000922082947730885,0.000122024079298445,0.0000455831258886141,0.0000361517207305263,0.0000317488660496417
435,Ccar1,Nsd1,Hdac2,Rfc1,Taf15,Hist2h2aa1,Prelid1,Vps13c,Eif4a1,Fblim1,Hmgxb4,Smc2,2410006H16Rik,Baz1a,0.000359908567200228,0.000549096775347702,0.000276526530971447,0.000265617020784381,0.000232341696204374,0.000255194468774103,0.000189952081512257,0.000162561034042117,0.000149073379935377,0.0000921922919890452,0.000121995211624655,0.0000455574124412327,0.0000361389288400389,0.000031617362357039
436,Cks2,Hsbp1,Cfl1,Knstrn,Zfp207,Cbx3,Capzb,Uqcr10,H1fx,Krtcap2,Notch2,Kmt5a,Slc39a10,Zmpste24,0.00035907310839599,0.000549048348994297,0.000276389527964284,0.000265497821977267,0.00023202534943493,0.000254894780233872,0.000189827595009255,0.000162524712648663,0.000148980165096143,0.0000921604886721124,0.000121980411766519,0.0000455571296649919,0.0000361087028511601,0.0000315736852167469
437,Ssrp1,Srrm1,Gnb1,Ppp4r3a,Nbea,Snrpd2,Arf5,Tgs1,Brd8,Tuba1b,Eif1ad,Sinhcaf,Srsf5,Nras,0.000358396950945824,0.000548972431276955,0.000276330920881271,0.000265280089656712,0.000231527877310282,0.000254774876244105,0.000189603918707908,0.000162504882997299,0.000148913029822956,0.0000921563622376702,0.000121945203706138,0.0000455043192412446,0.0000360824145095395,0.0000313344724157787
438,Chd3,Setbp1,Brd7,B930095G15Rik,Ppp2r2d,Uqcrb,Zfp266,Hnrnpa1,Pfdn5,Cfl1,Kpna3,Igf2bp1,Rsrc2,1700025G04Rik,0.000357682806830128,0.000548767387116984,0.000275928952858593,0.000265268496158233,0.000231379637851998,0.000254721540874923,0.0001894561559248,0.000162422119341487,0.000148909132944188,0.0000921089813554079,0.000121699260812557,0.0000454826666167341,0.00003606022833392,0.0000312611340145915
439,Cdh11,Cnot3,Tead2,Calm2,Hadh,Bri3bp,G3bp2,Psma2,Pcmtd2,Hdgf,Sec23b,Anp32a,Metap2,Prex2,0.000357595285562222,0.000548715147282985,0.000275372121906761,0.000265253528284907,0.00023131045877674,0.000254635469233847,0.00018939860940004,0.000162411465398438,0.000148859780907729,0.0000920964411039999,0.000121529234521796,0.0000454778710744431,0.0000360364346988613,0.0000309228281721343
440,Cycs,Proser1,Smap1,Atp5g2,Dleu2,Sncaip,Rbm28,Dicer1,Cct3,Zfp36l1,Ubac1,Dnaja1,Gsr,Arl6ip5,0.000356934626964226,0.000548586263659104,0.000275305584412803,0.000265136485675498,0.000231134560714769,0.000254370028050945,0.000189357431404956,0.000162347854197688,0.000148590259389765,0.0000920063446945899,0.000121492114573325,0.0000454590531098954,0.0000360163200755674,0.0000308447640967417
441,Nsd1,Tmcc1,Tmem160,Ptges3,Ccnd1,Hint1,Cnpy2,Sinhcaf,Ssbp1,Canx,Six1,Lima1,Robo2,Rgl2,0.000356862797332597,0.000547935717358723,0.000275233800889176,0.000265050345723763,0.000230790757957677,0.000253472923216067,0.000189278407253714,0.000162322264915295,0.000148498916587183,0.000091762915270658,0.000121404719733132,0.0000454397196542583,0.0000359940939182678,0.0000307773346036471
442,Eid1,Pnn,Ap2b1,Strbp,Psmd11,Ilf2,Fbln1,Parp1,Eif4g2,Zfp292,Mthfd1,Ndufaf4,Agpat5,Msrb1,0.000356613894203195,0.000547831294996844,0.000275136859502531,0.000264946996681436,0.000230772597951942,0.00025319557609397,0.00018926988638309,0.000162318079052302,0.000148430812655996,0.0000917293543679348,0.0001213464365363,0.0000454142382590983,0.000035976776657406,0.0000307180510182811
443,Dnmt1,Cfl2,Tsg101,Psrc1,Clta,Gtpbp4,Prdx1,Cct2,Arl6ip1,Timm44,Tnrc6a,Nifk,Arpc4,Fermt2,0.000356059804760743,0.000547743797202122,0.000274998191297367,0.00026492134680346,0.000230641708391776,0.000253160775022552,0.000189243125754721,0.000162295129498943,0.000148345147922992,0.000091727794225176,0.000121341462434368,0.0000453310539737162,0.0000359642711644028,0.00003070966992834
444,Ndufb7,Jund,Kdm5b,4632427E13Rik,Stk39,Atp5l,Tmem167,Caml,Wdr45b,Gpx4,Ezh2,Eif3b,Fbxw7,Lamp1,0.00035519053697199,0.000547072554162905,0.000274908654831905,0.000264893046109495,0.000230512127867997,0.000253061842109127,0.000189227130063044,0.000162147869135828,0.000148328612250988,0.0000913835421081715,0.000121319798435289,0.0000452782438623408,0.0000359511696257497,0.000030606761475441
445,Glrx3,Atrx,Eif4g2,Mex3a,Atp7a,Dynlrb1,Sgo1,Xist,Rbbp7,Amot,Mettl1,Cfl1,Arrdc3,Irf2bp2,0.000354701688387763,0.000547044168951996,0.000274877175592652,0.000264853498240719,0.000230397643641314,0.000252958636849987,0.000189198513462318,0.000162116078707339,0.000148166559298786,0.0000913620333251718,0.000121287709019031,0.000045276108306024,0.0000359364672499785,0.0000305344769165852
446,Tmem167,Ywhab,Ndufs6,Snrnp70,Ro60,Tfdp1,Hmmr,Hdgf,App,Pbrm1,Pcmtd1,Ipo7,Hnrnpa1,Pdcd6ip,0.000354682659516283,0.000546578715052545,0.000274680731803233,0.000264822836893572,0.000230281124503924,0.000252954240662206,0.000189198175222323,0.000162111782975988,0.000148158351077065,0.0000913611828470104,0.000121270452711027,0.0000452615912001013,0.0000359269709098372,0.000030515039742725
447,Snrpc,Eif3a,Casp3,Ncor1,Raly,Pdha1,Nedd8,Fndc3a,Cox7a2l,Hadha,Bnc2,Sumo2,Cul1,Sh3pxd2a,0.000354527776223731,0.000546155991542214,0.000274561570714478,0.000264802209734536,0.000230201431098635,0.000252756981291182,0.000189195757113595,0.000162055654835242,0.000148138386292948,0.0000913364197672358,0.000121195780797953,0.0000452602439847007,0.0000359165849171179,0.0000304386480591599
448,Lmnb1,Rtraf,Arl6ip1,Upf2,Rbm25,Gmnn,Gm1673,Bmp1,Bri3,Csnk1a1,Dab2,Snrpb2,Snu13,Lpp,0.000352795172311386,0.000545956717926117,0.00027448712479371,0.000264730062995671,0.00022972643319171,0.000252739394223654,0.00018917585940207,0.000162052460745808,0.000148055719321935,0.0000912728178663934,0.000121061140094544,0.0000452327910634784,0.0000358925571097658,0.000030343390637921
449,Thoc1,Smc3,Micos10,Cks1b,Sumo2,Cetn2,Eif4a1,Nktr,Strbp,Maged2,Romo1,Nop58,Ccdc86,Ptrhd1,0.000352593212546256,0.000545944439731933,0.000274478497577801,0.000264603644172386,0.00022901688139029,0.000252699854495259,0.000189030246089432,0.000162023759115811,0.000148017752580376,0.0000911560965336888,0.000121059158033313,0.0000452101653742789,0.0000358786600112594,0.0000302248780280104
450,Eml4,Bola3,Nav1,Agpat3,Clic4,Chmp4b,St13,Ndufb5,Myef2,Setdb1,Uqcrq,Raly,Bcor,Uaca,0.000351589642697714,0.000545539796728621,0.000274326230716916,0.000264564516727713,0.000228986161660048,0.000252397279311994,0.000188788370381735,0.00016182425024187,0.00014798145799566,0.0000911300620108058,0.000121054021574611,0.000045204668085024,0.0000358726824936533,0.0000301501463440754
451,Pafah1b1,Cbx3,Lsm5,Fus,Sf3b2,Cyp51,Grcc10,Atpif1,Ube2c,Ehmt1,Cdk4,Polr2d,Ndfip2,Itga9,0.000351529030049096,0.000545479730180777,0.000274281094077509,0.000264553008044468,0.00022895503808849,0.000252265222498395,0.000188717661555548,0.000161719944635959,0.000147879646452685,0.0000910386790969282,0.000120741520233459,0.0000451593449969496,0.0000358579915514006,0.0000300657487545298
452,Sltm,1810058I24Rik,Bri3,Kif23,Utp11,Ube2n,Lrig3,Slc25a4,Txlna,Bcor,Cox6a1,Rrbp1,Pard3,Stxbp2,0.00035148131941148,0.000544958507470532,0.000274265426624284,0.000263648220728617,0.000228803353176706,0.00025219409186117,0.000188706469074681,0.000161652821128334,0.000147878278402787,0.0000910213937155196,0.000120731182488081,0.0000451418355959075,0.0000358559155103918,0.0000297564462620892
453,Banf1,Cct2,Yeats4,Nars,Hnrnph1,Pabpn1,Klhl7,Aqr,Colec12,Lgr4,Fbn2,Tnfaip6,Hist3h2ba,Edem1,0.000347597219956198,0.000544895911413498,0.000274108196805648,0.000262987992756559,0.000228640370003649,0.00025208703146809,0.000188696332699261,0.000161524853663157,0.000147801766305093,0.0000909968454986694,0.000120692814420007,0.0000451301079646733,0.000035784484176381,0.0000296997595006056
454,Psmd2,Atp5o,Aprt,Hdgfl3,Rnf24,Dlx6,Mat2b,Sgcd,Elob,Rtf1,Ddx19a,Srsf11,Pcbp1,Agps,0.000345636790653355,0.000544813502283606,0.000273996048470448,0.000262836057364753,0.000228632109772081,0.000252009681274221,0.00018864484545527,0.000161475986609601,0.000147691933497447,0.000090988942671967,0.000120687865806984,0.0000450813120675008,0.0000357839917630441,0.0000296419894113923
455,Rfc3,Snrpd3,Vdac3,Sf3b2,Lmnb1,Psip1,Tma7,Atp5o,Tuba1b,Psmb5,Cd81,Cct2,Utp18,Gltp,0.000345154393564015,0.000544672802817014,0.000273908514371029,0.000262744699509242,0.000228539187870266,0.000252000639153587,0.000188536375753939,0.000161399234960442,0.000147641248338524,0.0000909439228334932,0.000120686569674942,0.0000450556404444383,0.0000357568420651026,0.0000294471572541588
456,Sms,Knop1,Fzd7,Phf6,Tpm4,Ppil1,Bclaf1,Eya1,Eif3h,Msi2,Denr,Fdft1,Nob1,Hps3,0.000344631073928531,0.0005446584014794,0.00027390695237354,0.000262725762114358,0.000228512952652344,0.000251794518199464,0.000188272381493934,0.000161320143010662,0.000147559529643572,0.0000909235559355359,0.000120678291830945,0.0000450307482974158,0.0000356820659118036,0.0000294271347038103
457,D8Ertd738e,Tnrc6b,Psmb1,Xpo7,Hmgb2,Rwdd1,Snrpd2,Cycs,Rpf1,Parp1,Timm44,Ndufa12,Taok1,Agrn,0.000344050681711179,0.000544408177117814,0.000273442867812088,0.000262646306836198,0.000228118851382857,0.000251778096846257,0.000188215142051854,0.000161289967539271,0.000147452172653514,0.0000909161668608402,0.000120650898390654,0.0000449311447303656,0.0000356123866862506,0.0000294002207522084
458,Nap1l4,Pfdn2,Hnrnpu,Eprs,Cct5,Bccip,Cox5b,Khdrbs1,Hp1bp3,Tjp1,Taf10,Shmt1,Ddx18,Rac1,0.000343425386591871,0.000544322736600425,0.000273329589519038,0.000262640977435134,0.000227943725491931,0.000251657954976808,0.000188209934607196,0.000161222889949937,0.000147445188509741,0.0000908936010547197,0.000120637243493668,0.0000449027004106245,0.0000355871850992955,0.0000293806825458009
459,Eif3m,Eif5b,Gtf2h5,Hist1h3i,Tceal9,Snu13,Cacybp,Nap1l4,Parp1,Tax1bp1,Lrba,Eif4a3,Pwwp3a,Mbnl2,0.000343126894273227,0.000544183075061137,0.000273269891087952,0.000262400485681117,0.00022791259641401,0.000251427503641895,0.000188141822493976,0.000161176452652801,0.000147356160444168,0.0000908878976822459,0.00012057720730647,0.0000448993031628383,0.00003558285868445,0.0000293008884247679
460,Psmb2,Arpp19,Tomm70a,Hmmr,Eif5a,Arhgap10,Kdm5b,Psmc6,Ptpn9,Gtf3c6,Uqcr10,Syncrip,Myl6,Dag1,0.000342648225776606,0.000543886180164957,0.000273248040378402,0.000262230458757028,0.000227589901325457,0.00025138383933518,0.000188085216021487,0.000161156361589885,0.000147264559949705,0.0000908874919598506,0.000120501351116287,0.0000448951032538752,0.0000355802914075513,0.0000291575186427544
461,Gtf2h5,Ubap2l,Zranb2,Tpm3,Cct4,Tma7,Rsrc2,Prpf40a,Knl1,Tfdp2,Cuta,Las1l,Srgap2,Cd2ap,0.000341473209114526,0.000543704568480596,0.000273227997718793,0.000261507869249661,0.000227510851476497,0.000251351402929732,0.000188059380557266,0.000161076410710824,0.000147205376227237,0.000090877438823044,0.00012046982249309,0.000044855403458315,0.0000355680539970897,0.0000290952471697895
462,Lpar1,Lipa,Eif3a,Efnb3,Ppdpf,Mpp6,Ube2d2a,Cyp51,Pdcd5,Polr2k,Ssna1,Hnrnpu,Galnt2,Prelid2,0.000340627985664104,0.000543587813619158,0.00027314568153789,0.000261376746346622,0.000227003935442661,0.00025112003675923,0.000187781882313054,0.000161060956518,0.00014708026714862,0.0000908070837921953,0.000120399587780317,0.0000447708750331263,0.0000355612336557341,0.0000290421802715804
463,Crabp1,Rbpj,Rbpj,Sox4,Taf1d,Atp5c1,Smc1a,Pakap.1,Khdrbs1,Hint1,Anln,Tma16,Hras,Ss18l2,0.0003405261051865,0.000543440518433385,0.000273036488421874,0.000261335677047107,0.000226640650574137,0.000250978521891044,0.000187499404746723,0.000161009554158581,0.000147026664436688,0.00009080179829592,0.000120333792886848,0.0000446981188960455,0.0000355477653738222,0.0000289567938399075
464,Id3,Pafah1b2,Ptms,Snrpe,Ap2a2,Brix1,Tead2,Pabpc4,Kif20b,Rfc1,Rfc3,Bex3,Nop9,Tpp1,0.000339474163114161,0.000543327187832507,0.000272599085920019,0.000261299750486598,0.000226453260334317,0.00025087608012536,0.000187405371077585,0.000160976391608251,0.000147013615068417,0.0000907382696117597,0.000120128321873344,0.0000446312252974944,0.000035532606806717,0.0000289388328859626
465,Kif5b,Rrp1,Sept6,Ap2a2,Rbm39,Polr2k,Tpx2,Csrp2,Wdr61,Polr2m,Lsm3,Rbx1,Cnot6l,Diaph2,0.00033871439639589,0.000542779466495062,0.000272495101935371,0.000261268896971167,0.000226397671274777,0.000250815645817884,0.000187306321831647,0.000160900196699885,0.000146987690471507,0.0000907298622291513,0.000120106472258353,0.000044618012593902,0.0000354610720109394,0.0000288068919087605
466,Ddx1,Slc38a2,Ubl5,Tyms,Fam114a2,Cuta,Kdm1a,Cdk4,Tnrc6b,Lars,Selenoh,Mapk6,Orc4,Ncoa4,0.000337343204508345,0.000542672749136562,0.000272472034324226,0.000261182659222261,0.000226376473501927,0.000250773808284581,0.000187259774771751,0.000160753229255173,0.000146984765495643,0.0000906628280350604,0.000120086409972557,0.0000446022807618686,0.0000354180931719597,0.0000287682170197545
467,Zfp207,Stag2,Polr2i,Mier1,Eif3a,Sumo2,Rbm22,Tomm20,Atp5h,Upf2,Nsa2,Bcl10,Eif4a1,Sema4c,0.000335928589353656,0.000542448183425465,0.000272299790912966,0.000261131055742935,0.000226317921378536,0.000250747524603347,0.000187234500292927,0.000160695222798961,0.000146967864360596,0.0000906264653911502,0.000120080960030925,0.0000445934714843847,0.0000353842590804592,0.0000285789228985258
468,Tpi1,Srsf7,Ssu72,Hist1h4i,Ctnnb1,Ctps,Higd1a,Cox8a,Ak2,Fibp,Tkt,Haus3,Btbd9,Glud1,0.000335640830298495,0.000542138447707713,0.000272244037259241,0.000261045692095008,0.000226264949595413,0.000250406451953969,0.000187188156411203,0.000160621953346546,0.00014689785931924,0.0000906180370353151,0.000120068738745966,0.0000445820450854515,0.0000353826200163301,0.0000284728317343246
469,H2afx,Zbtb7a,Grb10,Birc5,Dcaf7,Gm10076,Wrap73,Myo1b,Fmnl3,Tma7,Rpgrip1,Mphosph6,Lamb1,Nt5c,0.000334543699054419,0.000541125026113099,0.000272095976698857,0.00026100783472353,0.000226240381329914,0.000250287600092232,0.000187126440955591,0.000160620837244166,0.0001468495165257,0.0000905944521795199,0.000120002581328583,0.0000445560291103087,0.0000353109059959054,0.0000283962896100642
470,Uqcc2,Col9a1,Cct8,Lbr,Srp14,Ubr5,H2afy2,Il11ra1,Cdv3,Tro,Ndufb4,Maoa,Rbbp7,Cuedc2,0.000333783519987493,0.000540701147019909,0.000272024406105111,0.000260957494166359,0.000226233415117006,0.000250200135916709,0.000187102105880873,0.000160608134236615,0.000146848455154285,0.0000905034767776397,0.000119909468144393,0.0000444717865797263,0.0000352985443550573,0.0000282797707596429
471,Esf1,Rex1bd,Plscr3,Zfhx3,Psmd8,Ube2m,Magt1,Ctsb,Lyrm2,Tbrg1,Cox7a2,Gas5,Tsix,Stx2,0.000333714321743533,0.000539883127531511,0.000271654873036606,0.000260956745558708,0.000225916031268414,0.00025006699248357,0.000187072456347986,0.000160566127931114,0.000146843665787308,0.0000904102264018663,0.000119840698426271,0.0000444390282668798,0.0000352905854693742,0.0000282305453736285
472,Wbp11,Gtf2h5,Rwdd1,Senp6,Akr1a1,Sap18,Jade1,Srsf3,Ccdc88a,Gcc2,Pwwp3a,Eef1e1,Ilkap,Rtn3,0.000333475853335198,0.000539848802755395,0.000271532502509066,0.000260708947686845,0.000225906383530774,0.000250002784900909,0.000186985999957461,0.000160531344497408,0.000146828577815511,0.0000904026623973832,0.000119808183482276,0.0000444214210090828,0.0000352294727408148,0.0000281464115986159
473,Gja1,Sertad2,Jarid2,Jade1,Gtf2f1,Srsf3,5330434G04Rik,Tcp1,Vapa,Tmem209,Pole3,Ing1,Pde5a,Polr3g,0.000333232889053421,0.000539706466866932,0.000271434705994102,0.000260519046658765,0.000225835503122002,0.000249865284266057,0.000186840202179801,0.0001603324667631,0.00014677414465427,0.0000903520470668461,0.000119796900921566,0.000044414648529656,0.0000352193410924107,0.0000281451254488528
